"类别","中文名称","英文名称","Wiki页面","Wiki文件页","原图URL","仓库图片","文件许可","文件页来源","Wiki上传账号","SHA-256","分发状态"
"副武器","P-35 再教育者","P-35 Re-Educator","https://helldivers.wiki.gg/wiki/P-35_Re-Educator","https://helldivers.wiki.gg/wiki/File:P-35_Re-Educator_Secondary_Render.png","https://helldivers.wiki.gg/images/P-35_Re-Educator_Secondary_Render.png?9ac5c7","","UNMARKED","未标明","Undeadender","","metadata-only"
"副武器","P-4 参议员","P-4 Senator","https://helldivers.wiki.gg/wiki/P-4_Senator","https://helldivers.wiki.gg/wiki/File:P-4_Senator_Secondary_Render.png","https://helldivers.wiki.gg/images/P-4_Senator_Secondary_Render.png?34d42a","images/secondary/p-4-senator.png","CC BY-NC-SA 4.0","未标明","Undeadender","29588100b42ff5bb559da209ffa06b9eca2b434824742e81258de76c09e8a418","included-cc-by-nc-sa-4.0"
"副武器","P-69 否决","P-69 Veto","https://helldivers.wiki.gg/wiki/P-69_Veto","https://helldivers.wiki.gg/wiki/File:P-69_Veto_Secondary_Icon.png","https://helldivers.wiki.gg/images/P-69_Veto_Secondary_Icon.png?e02465","","Arrowhead","未标明","Undeadender","","metadata-only"
"副武器","P-72 脆化者","P-72 Crisper","https://helldivers.wiki.gg/wiki/P-72_Crisper","https://helldivers.wiki.gg/wiki/File:P-72_Crisper_Secondary_Render.png","https://helldivers.wiki.gg/images/P-72_Crisper_Secondary_Render.png?849008","images/secondary/p-72-crisper.png","CC BY-NC-SA 4.0","未标明","Undeadender","238f7ab3e0ac32ad1fe6812b1f329e441027403d4e4aed5ac8d3db95d7709d91","included-cc-by-nc-sa-4.0"
"副武器","P-92 搜查令","P-92 Warrant","https://helldivers.wiki.gg/wiki/P-92_Warrant","https://helldivers.wiki.gg/wiki/File:P-92_Warrant_Secondary_Render.png","https://helldivers.wiki.gg/images/P-92_Warrant_Secondary_Render.png?ac350b","images/secondary/p-92-warrant.png","CC BY-NC-SA 4.0","未标明","Undeadender","4ff70c9f3813bf6f55e17401f12cec6a273ced2503c50fa64f6d9f9206b54bed","included-cc-by-nc-sa-4.0"
"副武器","PLAS-15 忠诚者","PLAS-15 Loyalist","https://helldivers.wiki.gg/wiki/PLAS-15_Loyalist","https://helldivers.wiki.gg/wiki/File:PLAS-15_Loyalist_Secondary_Render.png","https://helldivers.wiki.gg/images/PLAS-15_Loyalist_Secondary_Render.png?fd5d4b","images/secondary/plas-15-loyalist.png","CC BY-NC-SA 4.0","未标明","Undeadender","30dca54d114fd854b07ebbb6dfad79c8bf51cda5495a2fe0f69f2691bded9a5e","included-cc-by-nc-sa-4.0"
"副武器","SG-22 灌木清理者","SG-22 Bushwhacker","https://helldivers.wiki.gg/wiki/SG-22_Bushwhacker","https://helldivers.wiki.gg/wiki/File:SG-22_Bushwhacker_Secondary_Render.png","https://helldivers.wiki.gg/images/SG-22_Bushwhacker_Secondary_Render.png?96bab5","images/secondary/sg-22-bushwhacker.png","CC BY-NC-SA 4.0","未标明","Undeadender","6e29a1634d051e6063964f4c7f2898b60f014994e2a28bda930598716dc5daca","included-cc-by-nc-sa-4.0"
"手雷","G-10 燃烧弹","G-10 Incendiary","https://helldivers.wiki.gg/wiki/G-10_Incendiary","https://helldivers.wiki.gg/wiki/File:G-10_Incendiary_Throwable_Render.png","https://helldivers.wiki.gg/images/G-10_Incendiary_Throwable_Render.png?fa03cb","images/throwable/g-10-incendiary.png","CC BY-NC-SA 4.0","未标明","Undeadender","23a8789a1cffe86d4feaa5ef1aabafb41a3e2a7d589f9908cbf655d8792f6cf2","included-cc-by-nc-sa-4.0"
"手雷","G-109 海胆","G-109 Urchin","https://helldivers.wiki.gg/wiki/G-109_Urchin","https://helldivers.wiki.gg/wiki/File:G-109_Urchin_Throwable_Render.png","https://helldivers.wiki.gg/images/G-109_Urchin_Throwable_Render.png?6556ae","images/throwable/g-109-urchin.png","CC BY-NC-SA 4.0","未标明","Undeadender","a6cd54bf91fc15bff411fdb20221189438eaff72940d18cac411ba054a3c35c7","included-cc-by-nc-sa-4.0"
"手雷","G-12 高爆弹","G-12 High Explosive","https://helldivers.wiki.gg/wiki/G-12_High_Explosive","https://helldivers.wiki.gg/wiki/File:G-12_High_Explosive_Throwable_Render.png","https://helldivers.wiki.gg/images/G-12_High_Explosive_Throwable_Render.png?5b3049","images/throwable/g-12-high-explosive.png","CC BY-NC-SA 4.0","未标明","Undeadender","ac4f7e4585d6f50b950e5e73d8504d653dcdd128d959329ab71af0c5fb2fbed4","included-cc-by-nc-sa-4.0"
"手雷","G-123 铝热弹","G-123 Thermite","https://helldivers.wiki.gg/wiki/G-123_Thermite","https://helldivers.wiki.gg/wiki/File:G-123_Thermite_Throwable_Render.png","https://helldivers.wiki.gg/images/G-123_Thermite_Throwable_Render.png?1dc4e1","images/throwable/g-123-thermite.png","CC BY-NC-SA 4.0","未标明","Undeadender","67d15e09374345ba9dc47bea3f68ad119406a3861f90652be3c90fb7542bdf5e","included-cc-by-nc-sa-4.0"
"手雷","G-13 冲击燃烧弹","G-13 Incendiary Impact","https://helldivers.wiki.gg/wiki/G-13_Incendiary_Impact","https://helldivers.wiki.gg/wiki/File:G-13_Incendiary_Impact_Throwable_Render.png","https://helldivers.wiki.gg/images/G-13_Incendiary_Impact_Throwable_Render.png?103c4a","images/throwable/g-13-incendiary-impact.png","CC BY-NC-SA 4.0","未标明","Undeadender","3b150c1c1d493902f93a3921d3a6e64d1fd347401f2347a8cdb9f380c30ef4ac","included-cc-by-nc-sa-4.0"
"手雷","G-142 烟火弹","G-142 Pyrotech","https://helldivers.wiki.gg/wiki/G-142_Pyrotech","https://helldivers.wiki.gg/wiki/File:G-142_Pyrotech_Throwable_Render.png","https://helldivers.wiki.gg/images/G-142_Pyrotech_Throwable_Render.png?d77fbb","images/throwable/g-142-pyrotech.png","CC BY-NC-SA 4.0","未标明","Undeadender","2c210eeace59f5a78d5fc945733a3f7264eaaf4682622f1812b6328ecaff2203","included-cc-by-nc-sa-4.0"
"手雷","G-16 冲击弹","G-16 Impact","https://helldivers.wiki.gg/wiki/G-16_Impact","https://helldivers.wiki.gg/wiki/File:G-16_Impact_Throwable_Render.png","https://helldivers.wiki.gg/images/G-16_Impact_Throwable_Render.png?6e6bc3","images/throwable/g-16-impact.png","CC BY-NC-SA 4.0","未标明","Undeadender","b8da2d849c33182e7fa35b55d26dc2ab50d3c125b7dd230b17d89937887d09a0","included-cc-by-nc-sa-4.0"
"手雷","G-23 眩晕弹","G-23 Stun","https://helldivers.wiki.gg/wiki/G-23_Stun","https://helldivers.wiki.gg/wiki/File:G-23_Stun_Throwable_Render.png","https://helldivers.wiki.gg/images/G-23_Stun_Throwable_Render.png?674d41","images/throwable/g-23-stun.png","CC BY-NC-SA 4.0","未标明","Undeadender","fc7f1e800126a7281ba182250ef923b14dd59ee4c8b3803b6b5cab69c8cdde5e","included-cc-by-nc-sa-4.0"
"手雷","G-3 烟雾弹","G-3 Smoke","https://helldivers.wiki.gg/wiki/G-3_Smoke","https://helldivers.wiki.gg/wiki/File:G-3_Smoke_Throwable_Render.png","https://helldivers.wiki.gg/images/G-3_Smoke_Throwable_Render.png?4ff7f7","images/throwable/g-3-smoke.png","CC BY-NC-SA 4.0","未标明","Undeadender","702eb35c1ec5ea366e3aabaa4ec14ba9bfba5f35b08e1be2816f97b00fb2d188","included-cc-by-nc-sa-4.0"
"手雷","G-31 电弧弹","G-31 Arc","https://helldivers.wiki.gg/wiki/G-31_Arc","https://helldivers.wiki.gg/wiki/File:G-31_ARC_Throwable_Render.png","https://helldivers.wiki.gg/images/G-31_ARC_Throwable_Render.png?3ad7a2","","Arrowhead","未标明","Undeadender","","metadata-only"
"手雷","G-4 毒气弹","G-4 Gas","https://helldivers.wiki.gg/wiki/G-4_Gas","https://helldivers.wiki.gg/wiki/File:G-4_Gas_Throwable_Render.png","https://helldivers.wiki.gg/images/G-4_Gas_Throwable_Render.png?5edf98","images/throwable/g-4-gas.png","CC BY-NC-SA 4.0","未标明","Undeadender","d7844c93e5a0e2312301bb8ea5f0f4a225e8a8113f7bce2ef585d26feb423f49","included-cc-by-nc-sa-4.0"
"手雷","G-48 巨型手雷","G-48 Giga Grenade","https://helldivers.wiki.gg/wiki/G-48_Giga_Grenade","","","","UNMARKED","未标明","未标明","","metadata-only"
"手雷","G-50 追踪弹","G-50 Seeker","https://helldivers.wiki.gg/wiki/G-50_Seeker","https://helldivers.wiki.gg/wiki/File:G-50_Seeker_Throwable_Render.png","https://helldivers.wiki.gg/images/G-50_Seeker_Throwable_Render.png?1eba17","images/throwable/g-50-seeker.png","CC BY-NC-SA 4.0","未标明","Undeadender","fe7499c4eacc9f4c339fa330b60028405b34af232947fe3c3cc4d43614ab175b","included-cc-by-nc-sa-4.0"
"手雷","G-6 破片弹","G-6 Frag","https://helldivers.wiki.gg/wiki/G-6_Frag","https://helldivers.wiki.gg/wiki/File:G-6_Frag_Throwable_Render.png","https://helldivers.wiki.gg/images/G-6_Frag_Throwable_Render.png?3a5ba5","images/throwable/g-6-frag.png","CC BY-NC-SA 4.0","未标明","Undeadender","266ee303e64f4d680f24674187ee0991bd98224c50ea199c8d5bb1a430a2a93d","included-cc-by-nc-sa-4.0"
"手雷","G-7 菠萝弹","G-7 Pineapple","https://helldivers.wiki.gg/wiki/G-7_Pineapple","https://helldivers.wiki.gg/wiki/File:G-7_Pineapple_Throwable_Render.png","https://helldivers.wiki.gg/images/G-7_Pineapple_Throwable_Render.png?c70d05","","UNMARKED","未标明","Undeadender","","metadata-only"
"手雷","G-89 烟幕弹","G-89 Smokescreen","https://helldivers.wiki.gg/wiki/G-89_Smokescreen","https://helldivers.wiki.gg/wiki/File:G-89_Smokescreen_Throwable_Render.png","https://helldivers.wiki.gg/images/G-89_Smokescreen_Throwable_Render.png?bf4187","","UNMARKED","未标明","Undeadender","","metadata-only"
"手雷","K-2 飞刀","K-2 Throwing Knife","https://helldivers.wiki.gg/wiki/K-2_Throwing_Knife","https://helldivers.wiki.gg/wiki/File:K-2_Throwing_Knife_Throwable_Render.png","https://helldivers.wiki.gg/images/K-2_Throwing_Knife_Throwable_Render.png?4b7c6a","images/throwable/k-2-throwing-knife.png","CC BY-NC-SA 4.0","未标明","Undeadender","1fcf8908ea180f05b28f3ebf37e7975fe48ab751c89d2159282a540e55b922b8","included-cc-by-nc-sa-4.0"
"手雷","TED-63 炸药","TED-63 Dynamite","https://helldivers.wiki.gg/wiki/TED-63_Dynamite","https://helldivers.wiki.gg/wiki/File:Ted-63_Dynamite_Ingame_Model.png","https://helldivers.wiki.gg/images/Ted-63_Dynamite_Ingame_Model.png?ffc24d","","Arrowhead","未标明","Tech Support Squid","","metadata-only"
"手雷","TM-1 诱饵雷","TM-1 Lure Mine","https://helldivers.wiki.gg/wiki/TM-1_Lure_Mine","https://helldivers.wiki.gg/wiki/File:TM-1_Lure_Mine_Throwable_Render.png","https://helldivers.wiki.gg/images/TM-1_Lure_Mine_Throwable_Render.png?42e657","","UNMARKED","未标明","Undeadender","","metadata-only"
"战备","飞鹰机枪扫射","Eagle Strafing Run","https://helldivers.wiki.gg/wiki/Eagle_Strafing_Run","https://helldivers.wiki.gg/wiki/File:Eagle_Strafing_Run_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Eagle_Strafing_Run_Stratagem_Icon.svg?facebd","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","飞鹰空袭","Eagle Airstrike","https://helldivers.wiki.gg/wiki/Eagle_Airstrike","https://helldivers.wiki.gg/wiki/File:Eagle_Airstrike_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Eagle_Airstrike_Stratagem_Icon.svg?ad3775","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","飞鹰集束炸弹","Eagle Cluster Bomb","https://helldivers.wiki.gg/wiki/Eagle_Cluster_Bomb","https://helldivers.wiki.gg/wiki/File:Eagle_Cluster_Bomb_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Eagle_Cluster_Bomb_Stratagem_Icon.svg?e8111e","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","飞鹰凝固汽油弹空袭","Eagle Napalm Airstrike","https://helldivers.wiki.gg/wiki/Eagle_Napalm_Airstrike","https://helldivers.wiki.gg/wiki/File:Eagle_Napalm_Airstrike_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Eagle_Napalm_Airstrike_Stratagem_Icon.svg?c0d2e8","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","飞鹰烟雾攻击","Eagle Smoke Strike","https://helldivers.wiki.gg/wiki/Eagle_Smoke_Strike","https://helldivers.wiki.gg/wiki/File:Eagle_Smoke_Strike_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Eagle_Smoke_Strike_Stratagem_Icon.svg?1199c6","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","飞鹰 110MM 火箭巢","Eagle 110MM Rocket Pods","https://helldivers.wiki.gg/wiki/Eagle_110mm_Rocket_Pods","https://helldivers.wiki.gg/wiki/File:Eagle_110mm_Rocket_Pods_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Eagle_110mm_Rocket_Pods_Stratagem_Icon.svg?a1b5b0","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","飞鹰 500KG 炸弹","Eagle 500KG Bomb","https://helldivers.wiki.gg/wiki/Eagle_500kg_Bomb","https://helldivers.wiki.gg/wiki/File:Eagle_500kg_Bomb_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Eagle_500kg_Bomb_Stratagem_Icon.svg?70334e","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","快速侦察载具","Fast Recon Vehicle","https://helldivers.wiki.gg/wiki/M-102_Fast_Recon_Vehicle","https://helldivers.wiki.gg/wiki/File:Fast_Recon_Vehicle_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Fast_Recon_Vehicle_Stratagem_Icon.svg?8ae9cc","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","喷气背包","Jump Pack","https://helldivers.wiki.gg/wiki/LIFT-850_Jump_Pack","https://helldivers.wiki.gg/wiki/File:Jump_Pack_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Jump_Pack_Stratagem_Icon.svg?bbae95","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","悬浮背包","Hover Pack","https://helldivers.wiki.gg/wiki/LIFT-860_Hover_Pack","https://helldivers.wiki.gg/wiki/File:Hover_Pack_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Hover_Pack_Stratagem_Icon.svg?cef892","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","轨道精准攻击","Orbital Precision Strike","https://helldivers.wiki.gg/wiki/Orbital_Precision_Strike","https://helldivers.wiki.gg/wiki/File:Orbital_Precision_Strike_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Orbital_Precision_Strike_Stratagem_Icon.svg?fdaecb","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","轨道毒气攻击","Orbital Gas Strike","https://helldivers.wiki.gg/wiki/Orbital_Gas_Strike","https://helldivers.wiki.gg/wiki/File:Orbital_Gas_Strike_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Orbital_Gas_Strike_Stratagem_Icon.svg?cd89ee","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","轨道电磁攻击","Orbital EMS Strike","https://helldivers.wiki.gg/wiki/Orbital_EMS_Strike","https://helldivers.wiki.gg/wiki/File:Orbital_EMS_Strike_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Orbital_EMS_Strike_Stratagem_Icon.svg?92ed7f","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","轨道烟雾攻击","Orbital Smoke Strike","https://helldivers.wiki.gg/wiki/Orbital_Smoke_Strike","https://helldivers.wiki.gg/wiki/File:Orbital_Smoke_Strike_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Orbital_Smoke_Strike_Stratagem_Icon.svg?ab491d","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","轨道 120MM 高爆弹幕","Orbital 120MM HE Barrage","https://helldivers.wiki.gg/wiki/Orbital_120mm_HE_Barrage","https://helldivers.wiki.gg/wiki/File:Orbital_120mm_HE_Barrage_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Orbital_120mm_HE_Barrage_Stratagem_Icon.svg?f8a292","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","轨道 380MM 高爆弹幕","Orbital 380MM HE Barrage","https://helldivers.wiki.gg/wiki/Orbital_380mm_HE_Barrage","https://helldivers.wiki.gg/wiki/File:Orbital_380mm_HE_Barrage_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Orbital_380mm_HE_Barrage_Stratagem_Icon.svg?dc8ff9","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","轨道行走弹幕","Orbital Walking Barrage","https://helldivers.wiki.gg/wiki/Orbital_Walking_Barrage","https://helldivers.wiki.gg/wiki/File:Orbital_Walking_Barrage_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Orbital_Walking_Barrage_Stratagem_Icon.svg?296041","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","轨道激光","Orbital Laser","https://helldivers.wiki.gg/wiki/Orbital_Laser","https://helldivers.wiki.gg/wiki/File:Orbital_Laser_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Orbital_Laser_Stratagem_Icon.svg?93d946","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","轨道磁轨炮攻击","Orbital Railcannon Strike","https://helldivers.wiki.gg/wiki/Orbital_Railcannon_Strike","https://helldivers.wiki.gg/wiki/File:Orbital_Railcannon_Strike_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Orbital_Railcannon_Strike_Stratagem_Icon.svg?eccc1b","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","轨道空爆攻击","Orbital Airburst Strike","https://helldivers.wiki.gg/wiki/Orbital_Airburst_Strike","https://helldivers.wiki.gg/wiki/File:Orbital_Airburst_Strike_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Orbital_Airburst_Strike_Stratagem_Icon.svg?ff2459","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","轨道加特林弹幕","Orbital Gatling Barrage","https://helldivers.wiki.gg/wiki/Orbital_Gatling_Barrage","https://helldivers.wiki.gg/wiki/File:Orbital_Gatling_Barrage_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Orbital_Gatling_Barrage_Stratagem_Icon.svg?a928a5","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","轨道凝固汽油弹幕","Orbital Napalm Barrage","https://helldivers.wiki.gg/wiki/Orbital_Napalm_Barrage","https://helldivers.wiki.gg/wiki/File:Orbital_Napalm_Barrage_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Orbital_Napalm_Barrage_Stratagem_Icon.svg?63a217","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","机枪","Machine Gun","https://helldivers.wiki.gg/wiki/MG-43_Machine_Gun","https://helldivers.wiki.gg/wiki/File:Machine_Gun_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Machine_Gun_Stratagem_Icon.svg?104c95","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","反器材步枪","Anti-Materiel Rifle","https://helldivers.wiki.gg/wiki/APW-1_Anti-Materiel_Rifle","https://helldivers.wiki.gg/wiki/File:Anti-Materiel_Rifle_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Anti-Materiel_Rifle_Stratagem_Icon.svg?38f064","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","盟友","Stalwart","https://helldivers.wiki.gg/wiki/M-105_Stalwart","https://helldivers.wiki.gg/wiki/File:Stalwart_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Stalwart_Stratagem_Icon.svg?7439cd","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","消耗性反坦克武器","Expendable Anti-Tank","https://helldivers.wiki.gg/wiki/EAT-17_Expendable_Anti-Tank","https://helldivers.wiki.gg/wiki/File:Expendable_Anti-Tank_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Expendable_Anti-Tank_Stratagem_Icon.svg?afebd4","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","无后坐力步枪","Recoilless Rifle","https://helldivers.wiki.gg/wiki/GR-8_Recoilless_Rifle","https://helldivers.wiki.gg/wiki/File:Recoilless_Rifle_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Recoilless_Rifle_Stratagem_Icon.svg?e1e9ea","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","火焰喷射器","Flamethrower","https://helldivers.wiki.gg/wiki/FLAM-40_Flamethrower","https://helldivers.wiki.gg/wiki/File:Flamethrower_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Flamethrower_Stratagem_Icon.svg?18c0f5","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","机炮","Autocannon","https://helldivers.wiki.gg/wiki/AC-8_Autocannon","https://helldivers.wiki.gg/wiki/File:Autocannon_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Autocannon_Stratagem_Icon.svg?19e4d0","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","重机枪","Heavy Machine Gun","https://helldivers.wiki.gg/wiki/MG-206_Heavy_Machine_Gun","https://helldivers.wiki.gg/wiki/File:Heavy_Machine_Gun_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Heavy_Machine_Gun_Stratagem_Icon.svg?977358","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","空爆火箭发射器","Airburst Rocket Launcher","https://helldivers.wiki.gg/wiki/RL-77_Airburst_Rocket_Launcher","https://helldivers.wiki.gg/wiki/File:Airburst_Rocket_Launcher_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Airburst_Rocket_Launcher_Stratagem_Icon.svg?f096b9","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","突击队","Commando","https://helldivers.wiki.gg/wiki/MLS-4X_Commando","https://helldivers.wiki.gg/wiki/File:Commando_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Commando_Stratagem_Icon.svg?b6f4dc","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","磁轨炮","Railgun","https://helldivers.wiki.gg/wiki/RS-422_Railgun","https://helldivers.wiki.gg/wiki/File:Railgun_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Railgun_Stratagem_Icon.svg?84cd85","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","长矛","Spear","https://helldivers.wiki.gg/wiki/FAF-14_Spear","https://helldivers.wiki.gg/wiki/File:Spear_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Spear_Stratagem_Icon.svg?b6e872","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","StA-X3 黄蜂发射器","StA-X3 W.A.S.P. Launcher","https://helldivers.wiki.gg/wiki/StA-X3_W.A.S.P._Launcher","https://helldivers.wiki.gg/wiki/File:W.A.S.P._Launcher_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/W.A.S.P._Launcher_Stratagem_Icon.svg?425df1","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","电弧发射器","Arc Thrower","https://helldivers.wiki.gg/wiki/ARC-3_Arc_Thrower","https://helldivers.wiki.gg/wiki/File:Arc_Thrower_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Arc_Thrower_Stratagem_Icon.svg?4ead8e","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","榴弹发射器","Grenade Launcher","https://helldivers.wiki.gg/wiki/GL-21_Grenade_Launcher","https://helldivers.wiki.gg/wiki/File:Grenade_Launcher_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Grenade_Launcher_Stratagem_Icon.svg?11ff1c","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","激光大炮","Laser Cannon","https://helldivers.wiki.gg/wiki/LAS-98_Laser_Cannon","https://helldivers.wiki.gg/wiki/File:Laser_Cannon_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Laser_Cannon_Stratagem_Icon.svg?a4c94e","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","类星体加农炮","Quasar Cannon","https://helldivers.wiki.gg/wiki/LAS-99_Quasar_Cannon","https://helldivers.wiki.gg/wiki/File:Quasar_Cannon_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Quasar_Cannon_Stratagem_Icon.svg?56c6f4","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","消毒器","Sterilizer","https://helldivers.wiki.gg/wiki/TX-41_Sterilizer","https://helldivers.wiki.gg/wiki/File:Sterilizer_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Sterilizer_Stratagem_Icon.svg?13ad03","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","GL-52 降级者","GL-52 De-Escalator","https://helldivers.wiki.gg/wiki/GL-52_De-Escalator","https://helldivers.wiki.gg/wiki/File:De-Escalator_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/De-Escalator_Stratagem_Icon.svg?89046f","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","纪元","Epoch","https://helldivers.wiki.gg/wiki/PLAS-45_Epoch","https://helldivers.wiki.gg/wiki/File:Epoch_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Epoch_Stratagem_Icon.svg?57dd97","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","消耗性凝固汽油弹","Expendable Napalm","https://helldivers.wiki.gg/wiki/EAT-700_Expendable_Napalm","https://helldivers.wiki.gg/wiki/File:Expendable_Napalm_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Expendable_Napalm_Stratagem_Icon.svg?8f3beb","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","单兵发射井","Solo Silo","https://helldivers.wiki.gg/wiki/MS-11_Solo_Silo","https://helldivers.wiki.gg/wiki/File:Solo_Silo_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Solo_Silo_Stratagem_Icon.svg?386aa5","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","鱼叉枪","Speargun","https://helldivers.wiki.gg/wiki/S-11_Speargun","https://helldivers.wiki.gg/wiki/File:Speargun_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Speargun_Stratagem_Icon.svg?d2066f","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","火葬者","Cremator","https://helldivers.wiki.gg/wiki/B%2FFLAM-80_Cremator","https://helldivers.wiki.gg/wiki/File:Cremator_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Cremator_Stratagem_Icon.svg?6b8aa3","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","除叶工具","Defoliation Tool","https://helldivers.wiki.gg/wiki/CQC-9_Defoliation_Tool","https://helldivers.wiki.gg/wiki/File:Defoliation_Tool_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Defoliation_Tool_Stratagem_Icon.svg?436015","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","巨型机枪","Maxigun","https://helldivers.wiki.gg/wiki/M-1000_Maxigun","https://helldivers.wiki.gg/wiki/File:Maxigun_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Maxigun_Stratagem_Icon.svg?d74aae","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
